username,comments
moesleem_id,"Ikut ARUS selamat, lawan ARUS tenggelam 😭"
aquinn_27,OAP(orang asli palsu)🤣
anataciaaa213,"Teruji bikin daerah semakin terbelakang, tdk maju, tertinggal, terkotor, termiskin."
73456841121_,𝙼𝚊𝚊𝚏 𝚋𝚘𝚜 𝚛𝚊𝚓𝚊 𝚊𝚖𝚙𝚊𝚝 𝚒𝚝𝚞 𝚔𝚊𝚋𝚞𝚙𝚊𝚝𝚎𝚗 𝚋𝚞𝚔𝚊𝚗 𝚔𝚎𝚕𝚞𝚛𝚊𝚑𝚊𝚗 😆🤣
goldimando,Tra jelas 😂😂😂😂
wongpapua_66,Masa media berpihak? Bukannya seharusnya media netral dan tidak boleh kampanye? Agak lain media satu ini😂
mila_maay,@megawatimukri 🤣🤣🤣
muhmad_putraaa,Yang komen rj4 tdk bangkit² itu  kek km tersiksa ka slma ini beliau pengorbanan su terlalu bsr tp sma sj trda kata hargai di klian hern sma orng²  smua itu suda Tuhan atur siapa yg akn jdi pemimpin papua tdk usa bacot mau komen² hal yang  faktanya tdk bgtu slma ini pace suda  tercantun adil bru slma ini pengorbanan nya apa angin k jdi kilas klian lupa smua hern sma orng² tdk tau trimaksi!!
yusufseptian29,Iyo eee 😁
nataniayapen,@ikan_patin_9 cukup sudah🤣
_marcello_06_,Dpt bayar berapa min?😂
day__dacosta,🤣🤣🤣🤣🤣🤣🤣stop lemon🍋🍋 sdh yo 🤣
dedi_oktakappuw,😂😂
cmroses_,😂😂😂😂😂😂
elthonrf,Admin admin 😁
jokoirwin,PERCAYA..?? SULTAN KURANG KENYANG KAH?
hildaaa121,Beda pilihan boleh lah🖐️
p.thugs_store,Arus cara mati 🔥🔥🔥✨✨✨
supersonix3,Kamu yg tra suka ARUS ini klu dia menang kamu  tra kaco to?😂😂😂😂
warwick_korano,🌊Arus kencang 🌊
ayaledhy,Dari rekam jejak kayanya 03 yg jelas
ikan_pusing96,"Ijin nyimak sja min.😁😁😁 Btw barang kali ada yg minat anakan siberian husky, usia 8 minggu area sorong bisa inbox 🙏🙏😁"
keyser_sa,☝️saya
mesackromario,🤣🤣🤣🤣
kadrundongooo,Muka tra meyakinkan
rotiunyil_00,Lelucon menuju akhir tahun
vlnk2526,Admin berusaha melawak ? Atau berusaha melucu ? Geli sih
engky_alexis,Kenapa dong ni selama menjabat tdk pernah kpk periksa eh 🤣
gust.i6260,"Admin bilang, Kam mo komen bgmnpun jg tra akan mempan. Admin ada kejar amplop natal k ini😂🤣"
erwinfun,"Sudah terbukti d laut sana bagerak sedikit keluarga sebut” pace nama terus semua donk harus stel dulu.,jalan raya aja kek g terawat rutin pdhl daerah wisato coba bagus indah bersih mulus kah.."
_nyong__09,Yg tinggal di Bintuni su paham to Petrus gimana😂
riomamoribo93,Yahh Kalo Tidak Dukung Yah jangan Coblos...susah Kalo Amplop Sudah Ditangan...Dari Periode ke periode Yg Punya Uanglah Yg Menang..Buktinya Walkot Tercinta Kita Kemarin Tetap 2 periode Walau Seluruh Rakyat Membenci 😅🤫🤣
paul11_christo,OAP???? 😂 dan dari raja ampat sja byk cerita negatif mo 😂😂
in.byak18,SDM Yang BAGAIMANA yang mau DIPERJUANGKAN 😢😢😢
stvigntha,Ini berita kah derita?? 😭🤣
bertho1962,"Up akun ini banyak2 boleh kapa, soalnya nominal endorse yg de terima ini bikin akun media ini tdk melakukan fungsionalitas sebagaimana mestinya… baru kali ini lihat Akun berita dunia maya yang model berat sebelah… Ko gnti akun ini ke akun endorse saja. Karna berita yang ko up ini tra sejalan sekali."
lyjel_28,🤣🤣🤣
eviesofiani,Suka bac komentarnya 😃😃
azure_kuu,Yg tinggal di Bintuni suaranya mana? Apa yg sdh  beliau buat utk kemajuan Bintuni?
__lindarhk16,🤣🤣🤣🤣
ricky.tamaka,Setiap pemimpin ada +-Semua dikembalikan kepada masyarakat utk memilih siapa yg lebih layak..
ymimawatem,"Neh admin Morbon, ko tinggal diRaja Ampat sini baru ko Rasakan dan Boleh"
meiketumpao,"Nnti klo de kasih wan kam ambil saja, coblos org lain, setidaknya de pu uang yg bayar kiri kanan tu habis dolo😂😂,"
landy_saint,Sudah terbukti tdk ada kemajuan berarti. Sy sdh rasa itu pace 2 pny kepemimpinan.
frainnestamarley,"ADMN KO PU KABAR TIDUR TERLALU MIRING Akun ini sudah bekerjasama dengan POLRI daerah PDB khususnya kota sorong,dan dianggap sebagai media Lokal,karena akurat dalam hal memberikan informasi atas kejadian di daerah Kota Sorong.walapun tidak diakui secara resmi.TAPI KOK,MENTALNYA SEPERTI INI 😪?INI TERLALU BERSIFAT PRIBADI,SEBAIKNYA ADMIN POSTING DI AKUN PRIBADI.136rb pengikut itu,mengikuti karena mereka mau mendapatkan informasi yang akurat dan terpercaya,tentunya informasi kejadian yang bersifat umum agar bisa menjadi perhatian bersama.JANGAN CARI KESEMPATAN UNTUK KAMPANYE DI AKUN “KO PU KABAR”"
drmrsoegiono,Berak
debbyratulangi,Apa kabar Raja 4 selama 2 periode...🤭😂
evanjels.nikijuluw,"Bukan apa tapi Bpk. Elisa Kambu sj sdh. Asmat yg begitu sj beliau bangun sampai bahkan akses laut jadi besar, akses udara lebih luar biasa lagi karena dibangun ditempat yg katanya sulit dan beliau membangun di daerah orang. Apa lagi kalau Bpk de jadi di PBD yg memang pace de pu daerah ni sioooo saja ohhhh😎🔥💯🙌"
exa7214,Bp elisa terbaik
ferdinando_135,"Masyarakat umum atau yang asli orang raja ampat saja ada yang bilang percaya orang ini (jadi pemimpin pemerintahan) untuk apa, di raja Ampat saja hancur-hancuran dari sisi tertentu terus masyarakat yang tinggal di Sorong kamu ngotot untuk pilih orang ini jadi pemimpin untuk apa, mau hancurkan provinsi ini lagi ka stop sudah ee ini provinsi masih baru."
kunradmalak,Masih Kalah jauh dgn Elisa kambu
ramadhan__18,Pantai WTC ?
quinren6,Bukan sa mau kurang ajar bapak jangan harap ko menang d sorong itu janji sa walau pun sa dewan psi
__kambu,"Ko bukan orang asli papua, ko tdk cocok di kami pu tanah papua"
a_r_m_y1122,"Waisai sj km tara urus baik padahal kecil sj,sorong yg besar ini km mau dtg urus sio sj eh,km mau bikin sorong sm dgn waisai kah,mari masyarakat sorong bersatu cr pemimpin yg mau ksh berkembang sorong bukan mau cr orng yg kuras uang sorong"
tasyasagrim,"Pace ini de ada bikin perubahan apa di Raja 4 e, serius nanya.😭🤣#Tdk tau malu skali"
maluku_papua0953,"Bapak elisa kambu seminggu yg lalu ke pasar remu, melihat korban kebakaran pasar remu, dan menjajikan uang tunai kepada korban kebakaran, tapi sampai saat ini uang belum di berikan. Semoga bukan cuma janji sja."
akut_paniai,"Stop cari muka sdh, kalau hanya manfaatkan momen tdk usah jadi pelayan biar jadi konten kreator saja, kasih bantuan tra perlu bawah kamera buat video 😢😢"
roger.tauran,Pantai WTC?
rayarabraham,semangat  dan terbaik saya Anak Nelayan Butuh perubahan  ARUS  gassss 1 putaran
raigen_kambuaya21,😂😂😂😂
9_9_bijikul,Omong kosong. Haus kekuasaan
lovrakgunung,OAP🤣🤣🤣🤣🤣🤣
00_seannn,ARUS🔥
karimdelsia,Arus jadi nanti de bawa semua hanyut biasa saja 🤣
mila_maay,😂😂😂😂
johaneslourens87,Baru muncul disini? Kmrn2 dmn kah?
pengremas,pahlawan kesiangan
oji_tria,Wkwkkwk udh kethuan bklan jadi ajang cari muka politik sih
robhieonggo,"Lihat rekan jejaknya waktu memimpin sebuah kabupaten apa ada hasil/nol, karena kota Sorong ini harus di pimpin sama orang yg tulus benar2 bekerja bukan cuma janji pas kampanye"
meymeyazurra,🤣🤣🤣
4h9106,"Tetap fokus pada visi misi psangan sja. Siapapun yg menang, brrti itu sdh sebagian bsar msyrkat pbd percaya. Krna klo GK prcaya jgn dipilih. Salam damai."
ruffy8615,Lemon Terlalu Asammmm
rudyrudolof64,Apa yg ad dia buat di rj 4/waisai.. cm omong doang sj.. semua yg ad di waisai.. it buat tangan.. bapak almhrum.. markus wanma.. jd jgn berharap.. 🙏🙏🙏👎👎👎
mrcelnmbgre_,Makasih bp Elisa semoga sehat selalu makasih juga sudah membangun pasar remu sehat selalu semua yang ad di pasar dan tidak boleh sedih haruss kuat semoga Tuhan memberkati semua manusia aminnn👌👌
bazz_okfix,Hanya ikan mati yang ikut ARUS 🐟🐟🐟🐟
selvi_mayor09,"Mau bcra omong ksong barang apa,jgn prcaya org itu,di waisai de ad pnya ap tdk tau prhatikan masyarak di sana bru,de ada bangun pasr jualan ikan baik2 di waisai utk mama2 yg jualan,tdk ad prbahan bru mau dtg tipu sapa lgi,mnusia itu cuma bcra mnis sjh,tpi tdk ad bukti ap2,de pnya cara bcra itu sprti prtma de mau calongkan dri jdi bpti raja4,sdh dduk di kursi pegan uang bnyak lupa masyrkat,Dri SD,SMP,SMP itu uang pndaftarn mahal spri org mau msuk kulia,SPP jga mahal,mnusia itu omong kosong bsr,tdk tau prhatikan mahasiswa,de ad bangun asrama raja4 salama de pegan 10tahun jdi bupati,ko istop cari muka"
edmon27181,"Sioo Afu stop berbohong sudah.... Banyak gereja yg  tdk di bangun setelah dibongkar karena janjimu, publik harus cek rekam jejak seluruh semua calon."
617theodora,Siapa yg mau pilih orang R...s ini 😂😂😂😂😂😂😂😂 aweeee eeeee
oliviatereysia,Arus gassss
sstra_wrdhnaaa,Kawal arus terus bos💨🔥
sukma_nrl,Hhhmmmm🤣🥱
ronal_hara,Yang pilihan dia pasti ODGJ😂
okam_____,"Lagu tra sesuai deng video, wkwkwkwk😂"
andireanto,Tetap elkam yang terbaik❤️🔥
dy_maul,Ajang politik
hendra.073_,Penasaran Deng komen sja 😂😂😂
bram__kambuaya,"Apa kabar Raja 4?? Jangan kasih hancur Papua terlebih khusus PBD, tong mau lihat provinsi baru dengan wajah baru"
phil.rivaldo___,Raja 4 yang kecil itu saja su tra Berkembang maju. Apa lagi Papua Barat Daya yang Besar ini hahahaha 😂😂🤣🤣🤣🤣
jj_akwan,🤣🤣🤣🤣🤣🤣
vrimot88,Senang baca komentar sja
f___________________hosio19,😂😂
maxianmatatula,Perpecahan hanya ada pada orang yang mengucapkanya bukan pada orang yang mendengar.
sallo_kambu00,🤣🤣🤣
fens_prancis,Nomor 03 Bapak Elisa Kambu yang terbaik 👏👏🤟🏾
rg3588277,"Bagaimana keadaan Raja Ampat, maka begitulah juga nanti bila beliau terpilih."
meis_lewerissa,"Unfollow sorong info saja, de tra netral. Tinggal deng de pu afu trus.. Macam dong saja yg pu sosmed 😂😂"
kapala_topi,"Ini baru jelas, sat set sat set"
thiaslan,hanya kasih senang hati itu😂
_imsorryjesus_,pace ini panipu besar jang kam percaya dia
pakar_04,😂😂😂😂
gondr_ong599,"Lihat komentar penuh pro dan kontra..., banyak yg bilang hallo apa kabar wtc, dua periode bikin apa, rumah sakit tidak punya obat, tidak ada yg percaya beliau di raja 4,...jadi tong ini mo percaya sapa..? Bilang su trada yg percaya tp buktinya beliau bisa dua periode..., nanti pasti ada yg jawab ahhh pace bisa 2 periode dia pake serangan fajar,ada yg bilang raja ampat sudah mati tp saya masih sering bawa tamu antar ke pelabuhan rakyat otw waisai.., tp klo bicara belum maksimal saya lebih setuju, karna setiap kepemimpinan tidak ada yg sempurna, cuma klo beda pilihan boleh too..., tong taunya ada darah papua yg mengalir di dalam diri beliau.., dan selama ini beliau tidak memiliki sentimen kesukuan..., ""klo ikut jang ko takut, klo ko takut jang ko ikut"".. ARUS kencang kawan, bapegang kuat, 01 bungkus... 🙏🙏🙏"
debbyratulangi,ESA terbaik... Sudah terbukti 2 periode... 🤗😍
heriyuliuslapon,Aduhhh... 😂 Cari Simpati Kah
sorong_info,🔥🔥🔥
romanita_wynda,Ku kira netral ni akun ternyata 😂😂😂 . Sekali posting bayar berapa min??
kambuaprilius,Mari kita dukung OAP. Bukan yang menggaku OAP.
ruslan_dullah.abbas,"Wah MANTAP jikalau beliau bisa maju , ARUS MANTAP SAYA DUKUNG"
susu_dancow_coklat,"Adohh, Jgn bikin Papua Barat Daya seperti Raja Ampat selanjutnya 😂"
atta_west,Perubahan bahan apa di Raja 4 sna ada perubahan di mna😢
el_farizi__,ARUS MENYALA🔥
souisajhein9214,Arus sampe sedikit lagi raja Ampat tenggelam dengan kenangan yg Trada perubahan 😂😂😂
jhonatan_040,😂😂 Tolong bangun jembatan ke arah polres raja Ampat tu dolo.. sdh brp tahun ni..🫣
sorong.raya30,"Waktu TTD Petisi u/ Pembentukan PBD AFU ko tolak baru? Hanya Bupati Sorong, Sorsel, Maybrat, Tambrauw dan Kota Sorong saja yg Ttd, urus sampe jadi, Baru sekarang Ko ambisi apa? Tidak Tau Malu sekali!!!! Cuihhhhh…"
thienasamber,Menuju ke perubahan yg lebih baik?? Yg kecil spanggal disana ada perubahan kh? Baru mo urus yg skala besar ini 🤣
zulfikarsolihun,Sukseskan Pilkada PBD & Kota Sorong 🇮🇩
gallery_papua,PERUBAHAN YANG 2 PULAU YANG SEHARUSNYA DI MILIKI RAJA AMPAT MALAH DI CURI OLEH PROVINSI TETANGGA.... BARU KAM MASIH MAU PERCAYA 😢
jovicmrcll_,waduh program mahkota angan-angan 😂
papeda_bungku5,Pulang sdh jang bikin malu
kunradmalak,Di kabupaten raja 4 su Trada perubahan apa lagi mo jadi pemimpin menjadi gubernur Papua Barat daya lagi hancur sudah🤣🤣🤣
raja_ampatparadise,"Ku kira arus gagal ternyata maju, saya sayang kalau dukung dia. Tidak ada perubahan yang menonjol di R4😂"
nasrichal,Bintuni 10 tahun 😂😂😂😂😂
alfa_lea7,bah admin ko tra salah kahh😂😂😂
ariesomnaikubun,"Terlihat tdk kreatif. Dari iklan yg di tampilkan, mengikuti tema ato nuansa dari presiden terpilih,, saran sih mending jadi diri sendiri saja,, ato tdk cari referensi lain wkwk Untuk program yang di tawarkan juga terlihat sangat klise,, 😂 semoga saja lah ya 🙏🏽"
raigen_kambuaya21,Admin ini tipikal non OAP yg tidak tau malu dan rakus seperti AFU juga jadi posting hal begini lucu sekali😂😂
arkanvermillion,Adohhh adminnya tra netral masa cuman arus saja yang dong posting. Sudah dapat bayar berapa juta ini?😂
cusd060794,MENDING PACE LAMBERT JITMAU YANG JADI GUBERNUR DARI ARUS YANG TRA JELAS 👎👎. AYO DUKUNG PACE LAMBERT JITMAU JADI GUBENUR DARI PADA ARUS TRA JELAS YANG BUKAN ORANG ASLI PAPUA 👎👎
inijoy2005,Admin meledak brp batu nih😂
ramharasarwa98,Maju di daerah lain. Ini prov papua barat daya 😂 Ko pu uang hasil korupsi di raja4 itu simpan akan baru pake maju di ko pu tanah asal sana TRATAU MALU
bastian_sawor,Arus kurang kencang di MRP.
unerisamasu,Mo oap k mo non oap k.semua ad kepentingan.
jhames_woriwun_belseran,Wajib OAP biarkan OAP yang memimpin
r27_kirihio,Uang berkuasa siapa mau helpe 🙌
junmani17,"Waah parah sih... berita Online kok, Berpihak.. ??"
vinsenkambu2,Admin dong juga main politik ee😌
mnuseferh,Jang hayal boleh
m3nt0s.r4w3x,Teman Uang Itu Hanya Sebentar Ingat Generasi Papua Suda Mau Punah
cal_abi16,"Ini akun apa e, akun info soal kejadian kota sorong atau info kampanye???? Info tra bermutu, unfoll sj, bye"
ohara_ge,Terlalu percaya diri sampeee
chenmahu,Arus ilang jalan😂
ruslan_dullah.abbas,INFO TERBARU BAHWA PASLON NO URUT 1 .GASSS SIAP MENANGKAN AFU
mes_bobot,🤣🤣🤣 orang Maluku dong ehh🤣🤣🤣
kotak_makan12,"Cukup raja Ampat yg merasakan ya.... Untuk provinsi jangan... Berambisi kuat sampe,,, provinsi ini harus dipimpin orang asli moi...."
iknimreal,Terlalu ambisi jdi OAP smpee.malu ka..pulang ke kam tempat sna!!
mariska_bakit_kambu,Perubahan apa yg de bawa🤣🤣🤣🤣 perubahan jual apa lagi 🤣 raja Ampat saja ada tinggal begitu2 🤣🤣🤣 Jang termakan karna orang itu berduit tapi lihat dri orang pu jejak karir 🤣🤣🤣🤣
jejaje_01,"Bangun min, tidur terlalu miring sampe mo jatuh 🤣🤣"
mirino137,Perubahan?? Di raja Ampat bahkan sampe di misool sja trada perubahan we🤣
al_alfiz833,Dia bukan marga papua titik. Jdi jgn di paksakan
key310_,mundur minnnn 🤣
teguh_s_w_furu,Mrpb tolak baru
onesfaam,Cerah apa Raja Ampat 2 periode trada apa2😂🤣🤣🤣
aldysphlt17,Telbin 10 thn bgtu2 sj🥲😴
jokoirwin,R4 JADI USAHA KELUARGA
orry_kambuaya,"Ada apa dgn sorong_info ? ""Masuk angin"" ka ??? Pasti bayarannya besar ni🤣🤣🤣🤣"
warex_4_20,BENSA DIAM DIAM MENGHAYUTKAN🙌 TANDAI SAYA JIKA BELIAU DI LANTIK MENJADI GUB PBD🔥🔥
yohanayekwam_,Oh.. MRP kas lolos SK OAP k?
restyberliani,Ini iklan kah kampanye?
earanoda39,"Di dalam Uang, pasti ada kemenangan 🔥"
elsyflores82,Baca komentar keluhan Raja Ampat trada perubahan baru kampung2 sekitar Raja Ampat yg butuh listrik siullll panjang saja 😂😂😂
nyonkwilliam,hargai lembaga adat.
mndngan_jr28,Sio kabupaten Raja 4 saja Su Terlantar bgtu Bru mau urus Papua Barat daya besar ini🤦🏾 Trausah bikin dosa sudah😭😂😂
reynord.f,Info Sorong ini su jadi Arus PU media kampanye ka? @sorong_info su masuk angin 😂😂
adhy8149,kita masyarakat harus cerdas memilih cagub karena bisa melihat rakyatnya 5 tahun ke depan ✌️✌️
gins_bisay11,Smua uang yg bicra jdi susah jg😢
headstonebob,Admin tidur mu terlalu bengkok kpa ni😂😂😂
romeo.vj,Arus sdh hayut 🤣
antoh.jack,tong kira admin netral siohh.. otw Unfollow
allvierroo__,"Admin dapa serangan fajar berapa, 2 digit kapa😂😂"
septina_fn,Bangun wirrr tidur mu kelamaaan😭😭😭. Halusinasi nya kelewatan🤣😂
mariamabidondifu,Yang benerrr ajaaaa??? Rugi donggg 🤣🤣🤣
restyberliani,Oh ini akun pribadi berkedok ternyata
angl_jere_1821,Kam lebih baik unfol admind bingung ini
imanueljeki,"Admin info Update, MRP sdh PUTUSKAN, SK putusan sdh serahkan ke KPU."
faujiahelgatampubolon_official,🔥🔥🔥
simon_jitmau,MRP sdh kasih Putus Arah Arus itu
jhesikachikalopez,MRP udah putuskan gagal majuu
yfreddymario.the,MRP PBD sdh memutuskan bahwa Arus Gugurkan putusan di hari Jumat malam tgl 06092024 terus mau maju apalgi JD sdh terima saja ya keputusan dri MRP PBD bahwa Arus bukan asli OAP ok fakta
aruspbd_official,🔥🔥🔥 Arus PBD
meis_lewerissa,Admin coba netral dulu. Lama2 ko su macam lambe turah saja 😂
ben_mario21,😪😪😪😪
safrilanakoda,Semua bersaing secara sehat kallo Kam tra mau pilih Pace tra usa coblos
daungatal24,MRP Bilang ngans kira Mau LOLOS... Da.. Sja.. Da.. 🤣😂
ben_dicky.s,Tidak berguna selama menjabat sblmnya.. Kamdua OAP kelas 2 jadi minggir dulu..
_sicaantikkk,ARUS 🔥
debbylwlta,🤭🤣
akon_sntf,😂😂😂
guntamanuputty,ARUS😍
thiicchaaa,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
riia_febriana,😂😂😂😂😂😂😂😂
zander_galang,🤣🤣🤣
fritsmnx,😂😂😂😂😂😂😂😂😢😢😢
snanfiemillio,☕☕☕🚷🚯🎤
constantinopetrus3,Kukira admin netral🫣
emon01728,Ini siapa¿?????¿¿¿¿¿¿‽‽
leodiann,jalan temi di kilo 12 masuk belakang dekat2 averos itu banjir terus mngkn bisa dikasih tau ke air de kalo mau pulang lewat mana
moccacino_1345,Maju terus kk gue🔥
guntamanuputty,😍😍😍
im.eilo,ARUS 😍😍😍😍🔥🔥🔥🔥
okt20_libra,🔥🔥🔥
aayyyyyyy_niii,Arusss 🥰🥰🥰🥰🥰🥰🥰🥰🔥🔥🔥🔥🔥🔥
dahlia_esther,🔥🔥🔥
patrickgedy,🔥🔥🔥👏
waribo_pace_lolaro,Hahaha program mahkota paksa jadi laga mau jadi Raja Jawa.Raja Jawa saja ada ketakutan.APBD PBD berapa jadi? Masyarakat jelih tidak akan dapat isi dalam karung.Sudah bukan OAP baru rakus+ide dan gagasan bikin jenuh✍️
nyc.sagi19,Raja 4 dng Bintuni sj ada tinggal kampungan bgtu bru Kam 2 ini mo bkin apa untuk PBD 😂
___marselinahu,🤣🤣🤣
randy_zulfikkri,Bersama Arus kita kasih hanyut masyarakat🤣
mr.rkoropasi,Hmmm...
noahanata,🤣🤣Iyo sdh
viviana_tahrin,"Ddk menghayal diatas org lain punya tanah, wilayah, dan HAK ADAT..!!! MALUU WEEE MALUUU, ko juga tra punya kontribusi utk pemekaran provinsi ini jdi jgn duduk mnghayal org lain pu barang. SADAR DIRI DAN PUNYA URAT MALU..!!! KITA OAP TERTAWA KAU😂"
ludhyathamara,😂😂😂😂😂
__kambu,"Ini akun ap, murahan sx, gnti nma jdi afu info sd"
joyselinauw_,Kacok😂
ruslan_dullah.abbas,MESKIPUN BADAI MENGHADAN DAN BANYAK RINTANGAN  AFU BISA MEMBUKTIKAN DIRI BAHWA SEMUA BISA DI LALUI MAJU TERUSSSS AFU GASSS TERUSSSS
ruslan_dullah.abbas,"AFU MAJU TERUS UNTUK PAPUA BARAT DAYA .MENANG MENANG MENANG ,MINGGIR ARUS MAU LEWAT"
